TABLE,VAR,FORMAT,FORMAT.DESC,VAR.L,VAR.DESC
SYSTEMIX,RUNSTATUS,C,1,Run Status,
SYSTEMIX,ISUNIQUE,L,1,Unique Indicator,"""T"" = True, ""F"" = False"
SYSTEMIX,USERID,C,5,User ID,SYS
SYSTEMIX,CREATEDATE,D,8,Create Date,Date Index was created
SYSTEMIX,CREATETIME,N,5,Create Time,Time Index was created
SYSTEMIX,REFDATE,D,8,Reference Date,Date of most recent index update
SYSTEMIX,REFTIME,N,5,Reference Time,Time of most recent index update
SYSTEMTB,TABLENAME,C,10,Table Name,Cornerstone Table Name
SYSTEMTB,TABLEID,C,5,Table ID,Unique ID to identify Table
SYSTEMTB,DBNAME,C,10,Datebase Name,Name of the Database that the Table uses
SYSTEMTB,VALTABNAME,C,10,Valid Table Name,
SYSTEMTB,PROMPTNAME,C,40,Prompt Name,Description of Table
SYSTEMTB,LONGNAME,M,4,Long Name,Detailed Description of Table
SYSTEMTB,FILENAME,C,12,File Name,Name of the Table File
SYSTEMTB,TABLETYPE,C,1,Table Type,"1 = Central Office Only
2 = Central Office Maintained
3 = Clinic Only
4 = Shared"
SYSTEMTB,DETAIL,M,4,Detail,
SYSTEMTB,SYSSTATUS,C,1,System Status,
SYSTEMTB,RUNSTATUS,C,1,Run Status,
SYSTEMTB,ISAGAIN,L,1,Is Again,"""T"" = True, ""F"" = False"
SYSTEMTB,ISEXCLUSIV,L,1,Is Exclusive,"""T"" = True, ""F"" = False"
SYSTEMTB,ISNOUPDATE,L,1,Is No Update,"""T"" = True, ""F"" = False"
SYSTEMTB,USERID,C,5,User ID,SYS
SYSTEMTB,CREATEDATE,D,8,Create Date,Date record was created
SYSTEMTB,CREATETIME,N,5,Create Time,Time of day that record was created
SYSTEMTB,REFDATE,D,8,Reference Date,Date that record was last updated
SYSTEMTB,REFTIME,N,5,Reference Time,Time of day that record was last updated
SYSXREF,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
SYSXREF,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
SYSXREF,SYSTEM_C,C,4,System Code,"This Table is Used to Link to the same Participant in Another System - The value of ""LOCL"" is used as a cross-reference to Local Agency Applications such as an Agency Billing System - See Code Table for Other System Linkage Options"
SYSXREF,XREF_ID_I,C,14,Cross Reference ID,Participant ID that is used in the Referenced System
SYSXREF,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SYSXREF,OPERATOR_I,N,9,Operator ID,User Making Last Update
SYSXREF,UPLOAD_F,C,1,Upload Indicator,See Code Table
SYSXREF,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
TRANSLAT,CODE_N_T,C,10,Code Name,Cornerstone Table Name
TRANSLAT,CVAL_C,C,8,Cornerstone Value,Value in Cornerstone
TRANSLAT,CBOVAL_C,C,10,CBO Value,Value at Central Billing Office (CBO)
TRANSLAT,TOCVAL_C,C,8,To Cornerstone Value,Corresponding Cornerstone Value
TRANSLAT,DESC_C_T,C,20,Code Description,Description of the code
WIC,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
WIC,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
WIC,EMPL_ID_I,N,9,Employee ID/Assessor,CHP Link to Employee Table
WIC,BASE_D,D,8,Base Date,FI Issuance Control Field
WIC,NXT_BASE_D,D,8,Next Base Date,FI Issuance Control Field
WIC,FI_LOCK_C,C,4,FI Lock,"""A"" = Administrative
""D"" = Dual Participation
""N"" = No Lock"
WIC,CERT_V_D,D,8,Certification Visit Date,Date of certification at the clinic
WIC,CERT_S_C,C,4,Certification Status,See Code Table
WIC,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
WIC,OPERATOR_I,N,9,Operator ID,User Making Last Update
WIC,UPLOAD_F,C,1,Upload Indicator,See Code Table
WIC,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
WICRISKS,RISK_C,C,4,Risk Code,See Code Table for Risk Code descriptions
WICRISKS,PRI_P_N,N,1,Priority for Pregnant,Determines participant's Priority Level
WICRISKS,PRI_B_N,N,1,Priority for Breastfeeding,Determines participant's Priority Level
WICRISKS,PRI_N_N,N,1,Priority for Not Breastfeeding,Determines participant's Priority Level
WICRISKS,PRI_I_N,N,1,Priority for Infant,Determines participant's Priority Level
WICRISKS,PRI_C_N,N,1,Priority for Child,Determines participant's Priority Level
WICRISKS,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
WICRISKS,OPERATOR_I,N,9,Operator ID,User Making Last Update
WORDS1,WORD,C,8,Word,Used in the Spell Check functionality
WORDS2,WORD,C,12,Word,Used in the Spell Check functionality
WORDS3,WORD,C,20,Word,Used in the Spell Check functionality
WWFLLWUP,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
WWFLLWUP,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
WWFLLWUP,VISIT_D,D,8,Visit Date,Date of Office Visit
WWFLLWUP,SERV_TYP_C,C,4,Service Type Code,See SERVCODE table for Service Type Code descriptions
WWFLLWUP,FOLLOWUP_D,D,8,Follow-Up Date,Date of the Follow-up appointment
WWFLLWUP,FLLWUP_C,C,4,Follow-Up Code,"See Code Table for Follow-UP code descriptions
Cde_name_t = ww_fllwup"
WWFLLWUP,COMMENTS_M,M,4,Comments,Used to record additional notes
WWFLLWUP,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
WWFLLWUP,OPERATOR_I,N,9,Operator ID,User Making Last Update
WWFLLWUP,UPLOAD_F,C,1,Upload Indicator,See Code Table
WWFLLWUP,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
WWOMEN,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
WWOMEN,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
WWOMEN,VISIT_D,D,8,Visit Date,Office Visit Date
WWOMEN,SERV_TYP_C,C,4,Service Type Code,See SERVCODE for Service Type Code descriptions
WWOMEN,NXTSCRN_D,D,8,Next Screening Date,Date of Next Screening
WWOMEN,REFERRED_F,C,1,Referred Flag,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,DXOFFVST_D,D,8,Doctor's Office Visit Date,Date of Doctor's Office Visit
WWOMEN,HEIGHT_N,N,3,Height,Participant's Height in inches
WWOMEN,WEIGHT_N,N,3,Weight,Participant's Weight in pounds
WWOMEN,SBP1_N,N,3,First Systolic Blood Pressure Number,Record First Systolic Blood Pressure Number
WWOMEN,DBP1_N,N,3,First Diastolic Blood Pressure Number,Record First Diastolic Blood Pressure Number
WWOMEN,SBP2_N,N,3,Second Systolic Blood Pressure Number,Record Second Systolic Blood Pressure Number
WWOMEN,DBP2_N,N,3,Second Diastolic Blood Pressure Number,Record Second Diastolic Blood Pressure Number
WWOMEN,LABVISIT_D,D,8,Lab Visit Date,Date of Lab Visit
WWOMEN,FASTING_F,C,1,Fasting Flag,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,GLUCOSE_N,N,3,Glucose Number,Record Glucose Number
WWOMEN,TOT_CHOL_N,N,3,Total Cholesterol Number,Record Total Cholesterol Number
WWOMEN,HDL_N,N,3,HDL Cholesterol Number,Record HDL Cholesterol Number
WWOMEN,LDL_N,N,3,LDL Cholesterol Number,Record LDL Cholesterol Number
WWOMEN,TRIGLY_N,N,4,Triglyceride Number,Record Triglyceride Number
WWOMEN,A1C_N,N,6.1,Hemoglobin A1C Percent,Record Hemoglobin A1C Percent number
WWOMEN,BP_ST_C,C,4,Blood Pressure Work Up Status,"See Code Table for Work Up Status code descriptions
Cde_name_t = ww_wrkupst"
WWOMEN,BP_DIAG_D,D,8,Diagnostic Exam Date,Date of the Diagnostic Exam
WWOMEN,BP_TREAT_C,C,4,Blood Pressure Treatment Prescribed,"See Code Table for Treatment code descriptions
Cde_name_t = ww_trtmnt"
WWOMEN,TC_ST_C,C,4,Total Cholesterol Work Up Status,"See Code Table for Work Up Status code descriptions
Cde_name_t = ww_wrkupst"
WWOMEN,TC_DIAG_D,D,8,Diagnostic Exam Date,Date of Diagnostic Exam
WWOMEN,TC_TREAT_C,C,4,Total Cholesterol Treatment Prescribed,"See Code Table for Treatment code descriptions
Cde_name_t = ww_trtmnt"
WWOMEN,BG_ST_C,C,4,Blood Glucose Work Up Status,"See Code Table for Work Up Status code descriptions
Cde_name_t = ww_wrkupst"
WWOMEN,BG_DIAG_D,D,8,Blood Glucose Diagnostic Exam Date,Date of Blood Glucose Diagnostic Exam
WWOMEN,BG_TREAT_C,C,4,Blood Glucose Treatment Prescribed,"See Code Table for Treatment code descriptions
Cde_name_t = ww_trtmnt"
WWOMEN,ABBP_ST_C,C,4,Abnormal Blood Pressure Work Up Status,"See Code Table for Work Up Status code descriptions
Cde_name_t = ww_wrkupst"
WWOMEN,ABBPDIAG_D,D,8,Abnormal Blood Pressure Diagnostic Exam Date,Date of Abnormal Blood Pressure Diagnostic Exam
WWOMEN,ABBP_TR_C,C,4,Abnormal Blood Pressure Treatment Prescribed,"See Code Table for Treatment code descriptions
Cde_name_t = ww_trtmnt"
WWOMEN,ABTC_ST_C,C,4,Abnormal Total Cholesterol Work Up Status,"See Code Table for Work Up Status code descriptions
Cde_name_t = ww_wrkupst"
WWOMEN,ABTCDIAG_D,D,8,Abnormal Total Cholesterol Diagnostic Exam Date,Date of Abnormal Total Cholesterol Diagnostic Exam
WWOMEN,ABTC_TRT_C,C,4,Abnormal Total Cholesterol Treatment Prescribed,"See Code Table for Treatment code descriptions
Cde_name_t = ww_trtmnt"
WWOMEN,ABBG_ST_C,C,4,Abnormal Blood Glucose Work Up Status,"See Code Table for Work Up Status code descriptions
Cde_name_t = ww_wrkupst"
WWOMEN,ABBGDIAG_D,D,8,Abnormal Blood Glucose Diagnostic Exam Date,Date of Abnormal Blood Glucose Diagnostic Exam
WWOMEN,ABBG_TRT_C,C,4,Abnormal Blood Glucose Treatment Prescribed,"See Code Table for Treatment code descriptions
Cde_name_t = ww_trtmnt"
WWOMEN,SRHC_C,C,4,Self Related High Cholesterol,"See Code Table for Response code descriptions
Cde_name_t = ww_hhrsp"
WWOMEN,SRHB_C,C,4,Self Related High Blood Pressure,"See Code Table for Response code descriptions
Cde_name_t = ww_hhrsp"
WWOMEN,SRHA_C,C,4,Self Related Heart Attack,"See Code Table for Response code descriptions
Cde_name_t = ww_hhrsp"
WWOMEN,FAMHAM_C,C,4,Family Heart Attack Male,"See Code Table for Response code descriptions
Cde_name_t = ww_hhrsp"
WWOMEN,FAMHAF_C,C,4,Family Heart Attack Female,"See Code Table for Response code descriptions
Cde_name_t = ww_hhrsp"
WWOMEN,HCMED_C,C,4,High Cholesterol Medication,"See Code Table for Response code descriptions
Cde_name_t = ww_medst"
WWOMEN,HBPMED_C,C,4,High Blood Pressure Medication,"See Code Table for Response code descriptions
Cde_name_t = ww_medst"
WWOMEN,SMOKER_C,C,4,Smoker,"See Code Table for Response code descriptions
Cde_name_t = ww_smkngst"
WWOMEN,FRT_PD_C,C,4,Fruit Products,"See Code Table for Response code descriptions
Cde_name_t = ww_hla01"
WWOMEN,VEG_PD_C,C,4,Vegetable Products,"See Code Table for Response code descriptions
Cde_name_t = ww_hla01"
WWOMEN,GRN_PD_C,C,4,Grain Products,"See Code Table for Response code descriptions
Cde_name_t = ww_hla01"
WWOMEN,NBR_WGRN_C,C,4,Number of Whole Grain Products,"See Code Table for Response code descriptions
Cde_name_t = ww_hla02"
WWOMEN,DAIRY_PD_C,C,4,Dairy Products,"See Code Table for Response code descriptions
Cde_name_t = ww_hla03"
WWOMEN,ACT10_PW_C,C,4,10 Minutes Activity per Week,"See Code Table for Response code descriptions
Cde_name_t = ww_hla04"
WWOMEN,ACT30_PW_C,C,4,30 Minutes Activity per Week,"See Code Table for Response code descriptions
Cde_name_t = ww_hla04"
WWOMEN,MKHTHLF_C,C,4,Make Healthier Life,"See Code Table for Response code descriptions
Cde_name_t = ww_hla05"
WWOMEN,EATHTHFD_C,C,4,Eat Healthier Food,"See Code Table for Response code descriptions
Cde_name_t = ww_hla05"
WWOMEN,BEINGPA_C,C,4,Being Physically Active,"See Code Table for Response code descriptions
Cde_name_t = ww_hla05"
WWOMEN,QTNGSMK_C,C,4,Quitting Smoking,"See Code Table for Response code descriptions
Cde_name_t = ww_hla05"
WWOMEN,L1CON_D,D,8,Level 1 Contact Date,Date of Level 1 Contact
WWOMEN,INTVLANG_C,C,10,Intervention Language Type,"See Code Table for Response code descriptions
Cde_name_t = ww_slang"
WWOMEN,INTRVTYP_C,C,4,Intervention Intensity,"See Code Table for Response code descriptions
Cde_name_t = ww_intrv"
WWOMEN,CONTYPE_C,C,4,Contact Type,"See Code Table for Response code descriptions
Cde_name_t = ww_contype"
WWOMEN,L2_INTRV_D,D,8,Level 2 Intervention Date,Date of Level 2 Intervention
WWOMEN,NUT_CNSL_F,C,1,Nutrition Counseling,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,CNT_CNSL_F,C,1,Community Nutrition Counseling,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,PA_CNSL_F,C,1,Physical Activity Counseling,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,PA_RSC_F,C,1,Physical Activity Resources,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,TOB_QUIT_F,C,1,Tobacco Quit Line,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,INTERVS1_F,C,1,Attended Intervention Session 1,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,INTERVS1_D,D,8,Intervention Session 1 Date,Date of Intervention Session 1
WWOMEN,INTERVS2_F,C,1,Attended Intervention Session 2,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,INTERVS2_D,D,8,Intervention Session 2 Date,Date of Intervention Session 2
WWOMEN,INTERVS3_F,C,1,Attended Intervention Session 3,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,INTERVS3_D,D,8,Intervention Session 3 Date,Date of Intervention Session 3
WWOMEN,INTERVS4_F,C,1,Attended Intervention Session 4,"""Y"" = Yes, ""N"" or blank = No"
WWOMEN,INTERVS4_D,D,8,Intervention Session 4 Date,Date of Intervention Session 4
WWOMEN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
WWOMEN,OPERATOR_I,N,9,Operator ID,User Making Last Update
WWOMEN,UPLOAD_F,C,1,Upload Indicator,See Code Table
WWOMEN,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
